Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-54533,"Forceps, Intestinal, Straight, Babcock",6515,MB,25-Nov-1991,,,
A-A-54534,"Curette, Eye, Knapp, 5 Inch",6515,MB,25-Nov-1991,,,
A-A-54535,"Retractor, Mastoid, Jansen, 3Vs-3, Blunt Prongs",6515,MB,25-Nov-1991,,,
A-A-54536,"Retractor, Eyelid, Nonmagnetic, Desmarres, 5-1/2 Inch",6515,MB,31-Dec-1991,,,
A-A-54537,"Forceps, Fixation, Straight, Nonmagnetic, 4-1/2 Inch",6515,MB,25-Nov-1991,,,
A-A-54538,"Injector, Tube, Plastic, Reusable",6515,MB,25-Nov-1991,,,
A-A-55595A,"Hinge, Butt, Continuous (Piano) .090 Thickness, .250 and .37",5340,IS,21-May-2002,,,
A-A-55596A,"Hinge, Butt, Continuous (Piano) .125 Thickness, .375 Pin Dia",5340,IS,31-Oct-1997,"Notice: 1 27-Jun-2002",,
A-A-55598B,"Bearings, Roller, Cylindrical, Single Row of Rollers, Two Ro",3110,GS4,20-Sep-2007,"Notice: 1 20-Jan-2004",,
A-A-55600B,"Bearings, Roller, Cylindrical, Single Row of Rollers, Two Ro",3110,GS4,20-Sep-2007,"Notice: 1 27-Jun-2002",,
A-A-55601B,"Bearings, Roller, Cylindrical, Single Row of Rollers, Cylind",3110,GS4,20-Sep-2007,"Notice: 1 27-Jun-2002",,
A-A-55602B,"Bearings, Roller, Cylindrical, Single Row of Rollers, Two Ro",3110,GS4,20-Sep-2007,,,
A-A-55603,"Clamp, Guy (Pole Line)",4030,GS,2-May-1995,,,
A-A-55604,"Screws, Wood, Round Head, Steel and Brass Slotted and Cross-",5305,IS,26-Jan-1995,,,
A-A-55605,"Screws, Wood, 82 Flat Head, Steel and Brass Slotted and Cros",5305,IS,28-Jan-1995,,,
A-A-55606,"Anchor, Guy, and Rods, Anchor",4030,GS,21-Aug-1995,,,
A-A-55607,"Washer, Lock, Flat, External Tooth, Nonmagnetic",5310,IS,30-Jan-1995,,,
A-A-55608,"Washer, Finishing-Countersunk",5310,IS,30-Jan-1995,,,
A-A-55609,"Washer, Lock, Flat-Internal Tooth",5310,IS,30-Jan-1995,,,
A-A-55610A,"Washer, Lock-Spring, Helical Regular (Medium) Series",5310,IS,4-Apr-1995,,,
A-A-55611,"Washer, Lock, Internal and External Tooth",5310,IS,30-Jan-1995,"Notice: 2 15-Jun-2006",,
A-A-55614,"Shield, Expansion (Non-Drilling Expansion Anchors)",5340,IS,19-Jul-1995,"Notice: 1 8-Aug-2003",,
A-A-55617B,"Caster, Industrial, Medium Duty",5340,IS,29-May-1998,,,
A-A-55618D,"Caster, Swivel, Kingpinless Industrial, Heavy Duty With Towi",5340,IS,25-Nov-2003,"Notice: 2 8-Aug-2003",,
A-A-55619B,"Caster, Industrial, Heavy Duty",5340,IS,29-May-1998,"Notice: 1 13-Oct-2005",,
A-A-55621,"Fasteners, Snap, Style 3 Pronged Ring Head Type (16 Ligne)",5325,IS,31-May-1996,"Notice: 1 14-Apr-2004",,
A-A-55622B,"Cord, Cotton, Sash, Venetian Blind Special, and General Pur",4020,IS,25-Jun-1999,"Notice: 1 6-Feb-2003",,
A-A-55623,"Screw, Machine, 82 Degree and 100 Degree, Flat Countersunk H",5305,IS,18-Mar-1997,"Notice: 1 6-Feb-2003",,
A-A-55624,"Screw, Machine, Pan Head, Slotted, Plastic (Nylon), UNC-2A",5305,IS,11-Mar-1997,,,
A-A-55628A,"Nut, Plain, Cap, High Crown UNC-2B and UNF-2B",5310,IS,17-Feb-1998,,,
A-A-55629,"Nut, Plain, Cap, Low Crown UNC-2B and UNF-2B",5310,IS,31-Jul-1997,"Notice: 2 22-Oct-2007",,
A-A-55630,"Fillers, Continuous, for Rotary Sweeper Brush: for Sweeper,",3825,IS,5-Dec-1997,"Notice: 2 11-Feb-2008",,
A-A-50383B,"Undershirt, Extreme Cold Weather, Men's and Women's",8415,CT,10-Nov-1999,,,
A-A-59376,"Drilling Machine, Radial, Bench-Mounted, Sliding Arm and Swi",3413,GS,30-Sep-1999,"Notice: 1 12-Jan-2006",,
A-A-59477,"Grinding Machines, Centeless, External, Cylindrical",3415,GS,30-Sep-1999,"Notice: 1 11-May-2005",,
A-A-59286,"Electrical Discharge Machine, Tool Disintegrating",3410,GS6,30-Sep-1999,"Notice: 1 12-Jan-2006",,
A-A-59399,"Punching Machine, Metal, Turret Type, Hand Operated",3445,GS6,28-Sep-1999,"Notice: 1 31-May-2005",,
A-A-59351,"Grinding Machine, Drill",3415,GS6,28-Sep-1999,,,
A-A-59514,"Leather, Calfskin and Kip, for Headbands, Lacing and Handicr",8330,CT,3-Nov-1999,,,
A-A-59521,"Bag, Ammunition",8465,CT,2-Dec-1999,,,
A-A-59520,"Overshoes, Men's and Women's, Boot, Combat",8430,CT,30-Nov-1999,"Notice: 1 8-Apr-2005",,
A-A-59512,"Tube, Metallic, Seamless- Cobalt Alloy (1 Inch O.D.)",4710,CC,29-Oct-1999,,,
A-A-59510,"Cloth, Coated, for Heat Seal Patching",8305,CT,21-Oct-1999,,,
A-A-59515,"Mitten Inserts, Aircrew, Wool, Heavy, Type N-3B",8415,CT,28-Oct-1999,,,
A-A-50456A,"Valves, Radiator, Heating Packed Bonnet, Class 150 PSIG",4520,IS,7-Apr-1989,,,
A-A-50077,Sign Making Machine,3590,GS,16-Sep-1986,"Notice: 1 25-Oct-2005",,
A-A-59385,"Grinding Machine, Center Hole, Vertical, Floor-Mounted",3415,GS6,28-Sep-1999,"Notice: 1 31-May-2005",,
A-A-51153B,"Cleaning Sets, Oxygen and Acetylene, Welding and Cutting Tor",3449,GS6,19-May-2000,"Notice: 1 19-Jun-2006",,
A-A-59759,"Sorbent, Hazardous Material (HM)",4235,SH,17-Nov-2004,,,
A-A-55563/21,"Holder, Electrical Card, Metal Card Guide, Low Profile, Clos",5998,CC,19-Nov-2004,,,
A-A-55563/22,"Holder, Electrical Card, Metal Card Guide, Low Profile, Clos",5998,CC,19-Nov-2004,,,
A-A-59755,"Wattmeter, Radio Frequency",6625,84,5-Nov-2004,"Notice: 1 8-Dec-2004",,
A-A-59542/2A,"Circuit Breaker, Automotive Blade Type, Miniature, Automatic",5925,CC,15-Mar-2006,"Notice: 1 8-Dec-2004",,
A-A-59479A,"Dimmer, Lamp, Medium Screw Base and Socket, In-Line Socket",6250,IS,11-Oct-2007,,,
A-A-50729,"Meter, Multiple Scale",6625,82,15-Dec-1987,"Notice: 1 22-Jan-2007",,
A-A-51230,"Test kit, Occult Blood Determination",6550,MB,29-Nov-1985,,,
A-A-51364,"Litter, Sea-Air Rescue, Medical Evacuation",6530,MB,31-Mar-1986,,,
A-A-51420,"Centrifuge, Laboratory",6640,MB,18-Apr-1986,,,
A-A-51465,"Container, Urine Specimen",6530,MB,16-Jun-1986,,,
A-A-51469,"Cathether and Needle Unit, Intravenous, 22 Gage Catheter, Ra",6515,MB,30-Jun-1986,,,
A-A-51484,Dental Wax Solvent,6520,MB,23-Jun-1986,,,
A-A-53104,"Support, Acromioclavicular",6515,MB,31-Aug-1987,,,
A-A-53123,"Cement, Zinc Oxide and Eugenol, Dental (Temporary)",6520,MB,17-Aug-1987,,,
A-A-53169,"Hydroxyzine Hydrochloride Tablets, USP",6505,MB,27-Aug-1987,,,
A-A-53183,"Splint, Jaw (Erich)",6520,MB,21-Sep-1987,,,
A-A-53206,"Buffer Solution, Standard (pH 6.833 to 6.843)",6550,MB,30-Sep-1987,,,
A-A-53222,Bedpan,6530,MB,29-Sep-1987,,,
A-A-53295,"Tray, Porcelain Firing (Sagger)",6520,MB,14-Dec-1987,,,
A-A-53352,"Rongeur, Straight (Citelli)",6515,MB,22-Mar-1988,,,
A-A-53411,Sulfanilic Acid Reagent,6550,MB,11-Mar-1988,,,
A-A-53417,"Bur, Bone Surgery (Swanson Reamer)",6515,MB,28-Mar-1988,,,
A-A-53427,"Liner, Flask, Dental Casting Machine (Cellulose Type, Water",6520,MB,22-Apr-1988,,,
A-A-53438,"Brush Set, Instrument Cleaning",6515,MB,29-Apr-1988,,,
A-A-53439,"Chamber, X-Ray Film Processing",6525,MB,29-Apr-1988,,,
A-A-128D,Pocket Planning Set,7510,FSS,25-Feb-1999,,,"Int Amendment: 0 --"
A-A-131B,Rubber Bands,7510,FSS,25-Nov-1997,,,
A-A-2142,"Lamp, Incandescent (Sealed Beam, Trade No. 4596)",6240,IS,6-Aug-1983,,,
A-A-2144,"Lamp, Incandescent (Sealed Beam, Trade No. 4652)",6240,IS,6-Aug-1983,,,
A-A-2145,"Lamp, Incandescent (Sealed Beam, Trade No. 6052)",6240,IS,6-Aug-1983,,,
A-A-2146,"Lamp, Incandescent (Tungsten-Halogen, Q1500T3/Cl)",6240,IS,6-Aug-1983,,,
A-A-2152,"Lamp, Fluorescent (Trade No. F14T8/D)",6240,IS,6-Aug-1983,,,
A-A-2153,"Lamp, Incandescent (Sealed Beam, Trade No. 4551)",6240,IS,6-Aug-1983,,,
A-A-2161,"Lamp, Incandescent (Sealed Beam, Trade No. 4581)",6240,IS,6-Aug-1983,,,
A-A-2192A,"Paper, Blotting",7530,OS,30-Mar-1994,,,
A-A-20089B,"Yeast, Baker's (Active Dry)",8950,FV,13-Aug-2001,,,
A-A-20090C,"Cereals, Rolled Oats",8920,SS,9-Feb-2004,,,
A-A-20091D,"Salad Oils, Vegetable",8945,SS,7-May-2002,,,
A-A-20092B,Steak Sauce,8950,FV,1-Aug-2001,,,
A-A-20093A,"Cheesecake, Frozen and Mix, No bake",8920,GL,28-Mar-2005,,,
A-A-20096,"Cheese Blend, Pizza",8910,GL,16-Jul-1993,,,
A-A-20097E,Hot Sauce,8950,SS,28-Dec-2005,,,
A-A-20098D,Beverage Bases (Powdered),8960,SS,30-Oct-2006,,,
A-A-20099B,Worcestershire Sauce,8950,SS,7-Aug-2003,,,
A-A-20100C,Shortening Compounds,8945,SS,1-May-2002,,,
A-A-20108B,"Cereals, Wheat, Quick-Cooking and Instant",8920,FV,7-Nov-2005,,,
A-A-20112C,"Noodles, Chow Mein",8920,SS,28-Dec-2005,,,
A-A-20116B,"Coffee, Roasted, Ground, High Extraction",8955,FV,16-Apr-1997,,,
A-A-20118B,"Nectars, Fruit, Canned (Apricot, Pear, and Peach)",8915,FV,1-May-1998,,,
A-A-20119C,"Oranges, Canned (Mandarin)",8915,FV,11-Feb-1999,,,
A-A-20120F,"Vegetables, Mixed, Canned",8915,SS,5-May-2005,"Notice: 0 --",,
A-A-20121A,Cranberry Juice Cocktail (Single Strength and Concentrate),8915,FV,20-Sep-2001,,,
A-A-20124C,Syrup,8925,SS,26-Jan-2001,,,
A-A-20126E,Flour,8920,FV,26-Feb-2004,,,
A-A-20200A,Pizza Sauce (Fully Prepared and Base),8940,FV,2-May-2002,,,
A-A-20202A,Bouillon (Soup and Gravy Bases),8935,FV,30-Aug-2004,,,
A-A-50970A,"Arbors, Drill Chuck, Taper Shank With Tang",3460,GS,30-May-2007,,,
A-A-50972,"Condom, Prophylactic",6515,IP,5-Jun-1985,,,
A-A-50973,"Wheel, Abrasive, (Silicon Carbide, Impregnated Rubber, Cours",6515,MB,12-Jun-1985,,,
A-A-50974,Metal Foil (Tin),6520,MB,12-Jun-1985,,,
A-A-50975,"Stirrer-Hot Plate, Magnetic, Laboratory",6640,MB,14-Jun-1985,,,
A-A-50976,"Holder, Rubber Dam, Dental, (Metal, (U) Shaped)",6520,MB,25-Jun-1985,,,
A-A-50977,"Holder, Rubber Dam, Dental",6520,MB,25-Jun-1985,,,
A-A-50978,"Tube, Biological Culture Sampling, (Pledget Style, With Tran",6640,MB,28-Aug-1985,,,
A-A-50980,"Slide, Microscope, (Frosted End, Beveled Edge)",6640,MB,15-Jul-1985,,,
A-A-50981,"Cement, Zinc Phosphate, Dental",6520,MB,19-Jul-1985,,,
A-A-50982A,"Bag, Ice",6530,MB,31-Jan-1989,,,
A-A-50983A,"Bottle, Safety Cap, Glass, Light Resistant, Liquid Prescript",6530,CR,3-Sep-1987,,,
A-A-50986A,"Bottle, Safety Cap (Glass, Light Resistant, Tablet and Capsu",6530,MB,3-Sep-1987,,,
A-A-50987,"Band, Copper, Dental",6520,MB,2-Aug-1985,,,
A-A-50988,"Holder, Napkin, Dental",6520,MB,23-Aug-1985,,,
A-A-50989,"Tube, Coiled, Blood Warming, (Sterile)",6515,MB,3-Oct-1985,,,
A-A-50990,"Sound, Urethral, Curved, Van-Buren",6515,MB,4-Oct-1985,,,
A-A-50991,"Pad, Magnetic, Surgical Instrument",6515,MB,4-Oct-1985,,,
A-A-50993,"Mirror, Laryngeal",6515,MB,4-Sep-1985,,,
A-A-50994B,"Catheter, Urethral (Foley-Type)",6515,MB,10-Jul-1990,,,
A-A-50995,"Catheter, Urethral, Plastic, Disposable Round Tip, Robinson-",6515,MB,4-Oct-1985,,,
A-A-50997,"Catheter and Needle Unit, Intravenous, Sterile",6515,MB,4-Sep-1985,,,
A-A-50998,"Bottle, Screw Cap (Narrow Mouth, Rectangular)",6640,MB,6-Aug-1985,,,
A-A-52012,"Outboard Motor, Gasoline",2805,AV,15-Aug-1989,"Notice: 1 19-Apr-2004",,
A-A-52014A,"Harrow, Disk Type, Tandem",3710,AT,6-Mar-1996,,,
A-A-52015,"Taglines, Crane, Spring-Loaded, Reel Type",3815,CR,9-Jan-1990,,,
A-A-52017A,"Compressor Unit: Diesel-Engine-Driven, 450-650 CFM, 350 PSI,",4310,AT,4-Nov-2002,"Notice: 1 13-Apr-2004",,
A-A-52018A,"Sander, Floor, Power Driven Portable",3220,AT,6-Jan-1992,,,
A-A-52022A,"Repair Outfit, Collapsible Tanks and Drums (Roctad)",5430,AT,2-Dec-2003,"Notice: 2 6-Jun-2007",,
A-A-52024,"Compasses, Magnetic: Surveyor's and Transit, Pocket: With Op",6675,IS,12-Mar-1991,,,
A-A-52027,"Pumping Unit, Frame Mounted, 1-1/2 Inch, Electric Motor Driv",4320,AV,26-Feb-1991,"Notice: 1 12-Apr-2004",,
A-A-52028,"Drain, Floor, Cast-Iron",4510,AT,21-Jun-1991,"Notice: 1 12-Apr-2004",,
A-A-52029,"Container, Cargo, Side Opening",8115,CR,9-May-1991,,,
A-A-52030,"Nozzles, Fuel & Oil Servicing, Nonautomatic Shutoff and Nozz",4930,IS,9-May-1991,"Notice: 2 6-Jun-2007",,
A-A-52032B,"Container, Cargo, End Opening",8115,AT,19-May-2003,,,
A-A-52033A,"Container, Cargo, Half Height",8115,AT,14-May-2003,"Notice: 2 8-Mar-2007",,
A-A-52034A,Drafting Instrument Sets and Drafting Instruments,6675,IS,13-Feb-1992,,,
A-A-52036B,"Levels, Surveying, Self-Leveling and Tilting",6675,CE3,28-Jun-2004,,,
A-A-52038,"Pump Assembly, Centrifugal, Water, Diesel-Engine-Driven, 3-I",4320,AT,25-Oct-1991,"Notice: 2 8-Mar-2007",,
A-A-52040,"Stereoscopes, Lens, Aerial Photograph Interpretation (Pocket",6675,IS,6-Jan-1992,"Notice: 1 31-Oct-2005",,
A-A-52042,"Scale, Plotting Coordinate: Plastic, Graduated In Yards and",6675,IS,12-Mar-1992,"Notice: 2 1-Feb-2007",,
A-A-52043,Parallel Rulers (Rolling),6675,IS,11-Mar-1992,"Notice: 2 1-Feb-2007",,
A-A-52045,"Tension Handle, Steel Measuring Tape, Surveyor's",6675,IS,7-Jan-1992,"Notice: 2 1-Feb-2007",,
A-A-52046,"Arrows Sets, Surveying",6675,IS,9-Jan-1992,,,
A-A-53630,"Forceps, Dressing (Potts-Smith)",6515,MB,30-Sep-1988,,,
A-A-53633A,"Resuscitator, Mouth to Mask, Adult, Single Use",6515,MB,24-Mar-1989,,,
A-A-53634,"Catheter, Urethral (Foley, Carson Type)",6515,MB,12-Aug-1988,,,
A-A-53635B,"Connector, Tracheal Tube (Acute Angled)",6515,MB,15-Oct-1992,,,
A-A-53636,"Hemostatic, Large",6515,MB,10-Aug-1988,,,
A-A-53637,"Test Paper, Hydrogen Ion",6640,MB,15-Aug-1988,,,
A-A-53638,"Mixer, Dental Casting Investment (Mechanical)",6520,MB,20-Aug-1988,,,
A-A-53639,"Wax, Dental (Sticky)",6520,MB,6-Sep-1988,,,
A-A-53640,"Driver-Bender-Extractor, Bone Pin (McNutt, 13 Inches)",6515,MB,12-Aug-1988,,,
A-A-53641,"Condom (Prophylactic, Natural Rubber)",6515,MB,14-Nov-1988,,,
A-A-53642,Intravenous Injection Cassette Set,6505,MB,12-Aug-1988,,,
A-A-53643,"Carver, Dental, Interproximal",6520,MB,17-Apr-1989,,,
A-A-53644,"Syringe and Needle, Hypodermic, Disposable",6515,MB,12-Aug-1988,,,
A-A-53645,"Clip, Hemostatic (Medium)",6505,MB,15-Aug-1988,,,
A-A-53646,"Implant, Arterial (Straight, Knitted Polyester)",6505,MB,15-Aug-1988,,,
A-A-53647,Electrosurgical Apparatus,6505,MB,19-Aug-1988,,,
A-A-53648,"Coolant and Cutting Fluid, Lens Preparation",6540,MB,19-Jun-1988,,,
A-A-53650,Intravenous Exchange Set,6505,MB,16-Aug-1988,,,
A-A-53652,"Floss, Dental",6520,MB,26-Aug-1988,,,
A-A-53653,"Cement Powder, Zinc Oxide, Dental",6520,MB,19-Aug-1988,,,
A-A-53654,"Abrasive, Dental (Stick Form, Silicon Carbide)",6520,MB,19-Aug-1988,,,
A-A-53656,"Thermometer, Clinical, Human (Electronic, Battery Powered)",6515,MB,19-Aug-1988,,,
A-A-53657,Test Tube (Disposable),6640,MB,26-Aug-1988,,,
A-A-53658,"Carrier, Bronchoscopic Sponge (Jackson Extra-Heavy)",6515,MB,24-Aug-1988,,,
A-A-53659,"Bottle, Screw Cap",6640,MB,17-Aug-1988,,,
A-A-53660,"Flask, Saybolt Viscosity",6630,MB,31-Aug-1988,,,
A-A-53662,"Drape, Surgical, Split Sheet, Nonwoven Fabric",6530,MB,26-Aug-1988,,,
A-A-54541,"Spreader, Plastic Cast (Stryker)",6515,MB,6-Dec-1991,,,
A-A-54543,"Forceps, Hysterectomy, Heaney",6515,MB,28-Feb-1992,,,
A-A-54544,"Forceps, Bone Holding (Self-Centering)",6515,MB,30-Mar-1992,,,
A-A-54546,"Forceps, Towel, Nonperforating",6515,MB,28-Feb-1992,,,
A-A-54550,"Tubing, Assembly, Bag, Aseptic Solution",6515,MB,20-Dec-1991,,,
A-A-54551,"Pouch, Liquid Absorbent (Break Open Type)",6530,MB,20-Dec-1991,,,
A-A-54552,"Pouch, Liquid Absorbent",6530,MB,20-Dec-1991,,,
A-A-54553,"Mask, Surgical",6515,MB,31-Dec-1991,,,
A-A-54554,"Saw, Finger Ring",6515,MB,17-Jan-1992,,,
A-A-54555,"Sponge, Laparotomy",6510,MB,15-Dec-1991,,,
A-A-54556,"Bag, Specimen",6530,MB,20-Dec-1991,,,
A-A-54559,"Beaker, Water",6530,MB,24-Jan-1992,,,
A-A-54567,"Speculum, Vaginal Plastic",6515,MB,24-Jan-1992,,,
A-A-55632,"Spacers, for Rotary Sweeper Brush: for Sweeper, Front Mounte",3825,IS,5-Dec-1997,,,
A-A-55697A,"Tube, Nonmetallic; Polyvinyl Chloride (PVC) Flexible (For La",4720,CC,9-Oct-2002,,,
A-A-55698,"Lens, Scleral, Ocular Lavage",6540,MB,21-Feb-1995,,,
A-A-55700,"Laryngoscope Set, Macintosh",6515,MB,30-Jun-1995,,,
A-A-55708,"Rotator, Laboratory, Variable Speed",6640,MB,9-Aug-1996,,,
A-A-55709,"Pump, Intravenous Infusion",6515,MB,16-Aug-1996,,,
A-A-55711,"Freezer, Under Counter, Blood Plasma",4110,MB,16-Aug-1996,,,
A-A-55712,"Meter. Hydrogen Ion Test, 115/230 Volts, 50/60 HZ, AC",6630,MB,16-Aug-1996,"Notice: 2 15-May-2006",,
A-A-55748,"Sprayers, Insecticide, Manually-Carried: Hand-Operated-Compr",3740,GS7,27-Mar-1995,,,
A-A-55749,"Rubber, Silicone; Channel, Nonmetallic, Shape 5",9320,GS,7-Sep-1995,,,
A-A-55750,"Rubber, Silicone; Channel, Nonmetallic, Shape 6",9320,GS,8-Sep-1995,,,
A-A-55751,"Rubber, Silicone, Channel, Nonmetallic, Shape 7",9320,GS,8-Sep-1995,,,
A-A-55752,"Rubber, Silicone; Channel, Nonmetallic, Shape 8",9320,GS,8-Sep-1995,,,
A-A-55753,"Rubber, Silicone, Tubing, Nonmetallic, Round, Flexible, Shap",9320,GS,25-Sep-1995,,,
A-A-55754,"Rubber, Silicone; Round Section, Shape 10",9320,GS,11-Sep-1995,,,
A-A-55755,"Rubber, Silicone; Packing Material, Shape 11",9320,GS,11-Sep-1995,,,
A-A-55756,"Rubber, Silicone; Packing Material, Shape 12",9320,GS,11-Sep-1995,,,
A-A-55757,"Rubber, Silicone; Gasket, Shape 13",9320,GS,11-Sep-1995,,,
A-A-55758,"Rubber, Silicone; Gasket, Shape 14",9320,GS,12-Sep-1995,,,
A-A-55759,"Rubber, Silicone; Sheet, Solid, Shape 15",9320,GS,12-Sep-1995,,,
A-A-55760,"Rubber, Silicone; Strip, Shape 16",9320,GS,13-Sep-1995,,,
A-A-55761,"Rubber, Silicone, Strip, Shape 17",9320,GS,13-Sep-1995,,,
A-A-55762,"Rubber, Silicone; Strip, Shape 18",9320,GS,13-Sep-1995,,,
A-A-55763,"Rubber, Silicone; Nonmetallic, Special Shaped Section 19",9320,GS,13-Sep-1995,,,
A-A-55764,"Rubber, Silicone; Nonmetallic, Special Shaped 20",9320,GS,14-Sep-1995,,,
A-A-55765,"Rubber, Silicone; Nonmetallic, Special Shaped Section, Shape",9320,GS,15-Sep-1995,,,
A-A-55766,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,15-Sep-1995,,,
A-A-51189A,"Socket, Taper, Reducing Sleeve",3460,GS6,30-May-2000,"Notice: 1 16-Jun-2006",,
A-A-50967B,"Grinding Machine, Bench, Hand Powered",3415,GS6,30-May-2000,,,
A-A-59550A,"Fuse Included Link, Thin-Film, Surface Mount (SM), General R",5920,CC,14-Mar-2005,,,
A-A-59550/1A,"Fuse, Inclosed Link, Thin-Link, Surface Mount (SM), 0603 Siz",5920,CC,14-Mar-2005,,,
A-A-59550/2A,"Fuse, Inclosed Link, Thin-Film, Surface Mount (SM), 1206 Siz",5920,CC,14-Mar-2005,,,
A-A-59549,"Overalls, Cold Weather, Synthetic Fleece",8415,CT,19-Apr-2000,,,
A-A-59550/3A,"Fuse, Inclosed Link, Thin-film, Surface Mount (SM), 1206 Siz",5920,CC,14-Mar-2005,,,
A-A-59546A,"Relays, electromagnetic, Relay Module Extraction Tool",5945,CC,8-Aug-2005,,,
A-A-59547A,"Relays, Electromagnetic, Socket Module Extraction Tool",5945,CC,8-Aug-2005,,,
A-A-59414,"Sirens, Outdoor Warning, Electronic and Electric-Motor-Drive",6350,GS,22-May-2000,"Notice: 1 8-Feb-2005",,
A-A-2971A,"Pliers, Slip Joint (Line Clamp)",5120,FSS,5-Feb-2002,"Notice: 1 22-Jun-2005",,
A-A-59374,Decals (Heat Transfer): USMC,7690,IS,26-May-2000,"Notice: 1 31-May-2005",,
A-A-51461C,"Test Kit, Test Strips and Color Chart, Antifreeze, Freeze Po",6630,AT,31-May-2000,,,
A-A-59548,"Shirt, cold Weather, Synthetic Fleece",8415,CT,19-Apr-2000,,,
A-A-3014,"Stools, Filing and General Purpose, Step, Steel",7105,FSS,9-May-2000,,,
A-A-55555A,"Duster, Manually-Operated Tubular-Pump Manually Carried",3740,GS7,5-Jun-2000,"Notice: 1 21-Jun-2006",,
A-A-59460,"Plating Unit, Selective (Brush), Portable",3426,GS6,12-Jun-2000,"Notice: 1 16-Jun-2006",,
A-A-53440,"Dome, Transducer, Physiological Pressure",6515,MB,29-Apr-1988,,,
A-A-53445,"Support, Ankle (Elastic)",6515,MB,29-Apr-1988,,,
A-A-53447,"Towel Pack, Surgical",6530,MB,29-Apr-1988,,,
A-A-53450,"Wrapper, Sterilization",6530,MB,29-Apr-1988,,,
A-A-53457,"Forceps, Foreign Body Intraocular",6515,MB,19-Apr-1988,,,
A-A-53466,"Elevator, Ear (Stapes, Angled)",6515,MB,20-May-1988,,,
A-A-53467,"Model, Anatomical, Torso and Head",6910,MB,22-Apr-1988,,,
A-A-53469,Intravenous Injection Set,6515,MB,27-Apr-1988,,,
A-A-53476,"Padding, Cast, Synthetic, Porous, Non-woven",6510,MB,23-May-1988,,,
A-A-53482,"Staple Unit, Surgical (Gastro-intestinal)",6515,MB,31-May-1988,,,
A-A-53484,"Bag, Biohazard Disposal",6530,MB,17-Jun-1988,,,
A-A-53486,"Cover, Dust, Surgical",6530,MB,17-Jun-1988,,,
A-A-53487,"Cushion, Heel/Elbow",6530,MB,17-Jun-1988,,,
A-A-53488,"Dust Cover, Plastic, Surgical",6530,MB,17-Jun-1988,,,
A-A-53489,"Goggles, Darkness Adaptation",6532,MB,17-Jun-1988,,,
A-A-53490,"Humidifier, Hygroscopic",6515,MB,17-Jun-1988,,,
A-A-53491,"Ink, Printing",7510,MB,17-Jun-1988,,,
A-A-53493,"Pad, Pre-Operative Preparation",6530,MB,17-Jun-1988,,,
A-A-58079A,"Truck, Lift, Fork, Diesel-Engine-Driven, Pneumatic-Tired, 6,",3930,84,14-Dec-2004,,,
A-A-59554,Corrugated Collapsible Reusable Bulk Packing System,3990,IS,21-Dec-2004,,,
A-A-59761A,"Generator, Signal (1.8 GHz to 4.5 GHz)",6625,84,5-Sep-2005,,,
A-A-59760,Ten-Degree Xylene,6810,GS3,13-Dec-2004,,,
A-A-53434,"Bag, Ostomy",6515,MB,29-Apr-1988,,,
A-A-53472,"Forceps, Ear, Oval Cup, Angular (Wullstein)",6515,MB,9-May-1988,,,
A-A-55699,Patient Monitor,6515,MB,31-Mar-1995,,,
A-A-53501,"Staple Unit, Surgical, Thoracic-Abdominal",6515,MB,11-May-1988,,,
A-A-53502,"Rongeur, Straight, Square Bite (Sauerbruch)",6515,MB,13-May-1988,,,
A-A-53506,"Wire, Nonelectrical, (Platinum Alloy)",6520,MB,16-Jun-1988,,,
A-A-55198,"Cloth, Melton Wool (Moth Proofed)",8305,CT,17-Feb-1994,,,
A-A-55298,"Shape, Day, Maritime, Diamond",8345,CT,9-May-1996,,,
A-A-153A,"Drawers, Men's",8420,CT,23-Jan-1995,,,
A-A-175A,"Post, Ledger and Binder, Screw Type",7510,FSS,15-Feb-1991,,,
A-A-180C,"Tape, Pressure-Sensitive, Adhesive, Double-Coated",7510,FSS,24-Jul-1997,,,
A-A-2202A,"Stakes, Wood",5510,IS,2-Oct-1997,,,
A-A-20208A,"Cheese, Cheddar, Reduced Fat",8910,FV,7-Sep-2005,,,
A-A-20210A,"Salsa, Tomaor-Based",8950,FV,13-Jun-2001,,,
A-A-20212,Fruit Bars,8920,FV,7-Sep-1995,,,
A-A-20213B,Coffee,8955,FV,17-Aug-2004,,,
A-A-20244,"Pie Filling, Lemon, Ready-To-Use",8940,SS,26-Jun-1996,,,
A-A-20245A,Granola Bars,8920,FV,10-Jan-2003,,,
A-A-20248A,"Cheese, Mozzarella, Lite",8910,FV,7-Sep-2005,,,
A-A-20252A,Fruit Purees,8915,FV,5-Jun-2000,,,
A-A-20253,"Cream Cheese, Neufchatel Cheese, and Related Products",8910,FV,4-Sep-1997,,,
A-A-20254,"Baking Mix, All Purpose, Lowfat, With Fruit-based Fat Replac",8920,FV,8-Jul-1997,,,
A-A-20256,"Beef Patty Products, Fully Cooked, Individually Quick Frozen",8905,FV,16-Jul-1997,,,
A-A-20257A,"Beans, Refried, Canned or Dehydrated",8940,FV,23-Dec-1998,,,
